(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(rect1) ;(rect2) ;(rect3) ;(rect4) ;(rect5) ;(rect6) ;(rect7) ;(rect8) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;rate; dist; rdcost ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
8.781709;8.769507;7.149132;7.146772;7.484931;7.470794;6.336826;6.318968;7.712891;7.579168;8.018625;8.011355;7.937732;7.863651;7.756623;7.755339;8.337588;8.308938;0.940983;0.000000;2.000000;2.000000;0.000000;2.000000;2.000000;13.013336;8.469892;14.868454;1;0;0;6;1
8.460199;8.438799;7.659172;7.657283;6.552508;6.548219;5.983936;5.942800;5.513429;5.459586;8.120886;8.117611;6.516193;6.514713;8.131824;8.075893;7.022868;7.021084;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.805547;8.428799;14.698562;1;0;4;6;1
8.185629;8.160233;7.706163;7.659172;5.758902;5.720312;6.630683;6.470799;5.799093;5.793014;7.870548;7.836765;6.915723;6.882438;8.023880;7.961370;6.502790;6.486161;0.940983;1.000000;1.000000;0.000000;0.000000;2.000000;2.000000;12.771191;8.425297;14.671766;1;4;0;6;1
7.290293;7.195187;5.826000;5.537334;5.746203;5.746203;5.986452;5.888878;5.793014;5.598422;6.502790;6.453625;6.684612;6.530878;6.639876;6.519147;6.486161;6.455199;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.441090;8.630700;14.503460;1;4;4;6;1
7.693026;7.577122;5.627621;5.613128;6.882438;6.879356;5.683580;5.332719;6.084499;5.926926;7.104144;7.103322;6.591674;6.424869;6.511745;6.349139;7.327123;7.230563;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.647767;8.577912;14.624213;1;0;8;6;1
7.776115;7.724005;6.728629;6.728629;6.204558;6.202536;6.473891;6.107023;6.045005;5.852202;7.189168;7.189168;6.978214;6.716595;7.275172;7.216710;6.837333;6.812345;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.665514;8.565793;14.633008;1;0;12;6;1
7.627544;7.552762;5.749393;5.634789;6.408529;6.175867;6.317165;6.317165;6.073044;6.037871;6.870053;6.663133;6.894670;6.888573;6.876265;6.860664;6.968851;6.857514;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.653792;8.489822;14.602653;1;4;8;6;1
7.449498;7.401231;6.091310;6.003887;6.093570;6.042633;5.924256;5.828946;5.857933;5.857933;6.875232;6.790097;6.622736;6.603944;6.703188;6.610696;6.727432;6.701961;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;12.581876;8.502892;14.555561;1;4;12;6;1
7.226209;7.206378;5.834811;5.796058;5.717028;5.707110;5.937536;5.899898;5.894403;5.894403;6.453625;6.419995;6.608001;6.597146;6.565265;6.514713;6.501290;6.498282;0.940983;1.000000;1.000000;2.000000;0.000000;2.000000;2.000000;12.606431;8.476580;14.565077;1;8;0;6;1
7.527256;7.474205;6.142037;5.993961;6.061457;5.921578;6.056784;6.040255;6.066108;6.028278;6.856462;6.709304;6.834109;6.820016;6.813445;6.797940;6.827629;6.720220;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.515750;8.571871;14.532052;1;8;4;6;1
